C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_33_660.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_33_660.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_33_660.jpg,0,0,0,7.89E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_33_761.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_33_761.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_33_761.jpg,0,0,0,7.75E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_33_864.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_33_864.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_33_864.jpg,0,0,0,7.74E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_33_970.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_33_970.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_33_970.jpg,0,0,0,7.81E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_34_077.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_34_077.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_34_077.jpg,0,0,0,7.94E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_34_178.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_34_178.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_34_178.jpg,0,0,0,7.81E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_34_279.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_34_279.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_34_279.jpg,0,0,0,7.86E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_34_383.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_34_383.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_34_383.jpg,0,0,0,8.11E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_34_484.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_34_484.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_34_484.jpg,0,0,0,7.78E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_34_593.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_34_593.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_34_593.jpg,0,0,0,7.93E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_34_700.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_34_700.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_34_700.jpg,0,0,0,7.88E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_34_806.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_34_806.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_34_806.jpg,0,0,0,8.20E-05
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_34_909.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_34_909.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_34_909.jpg,0,0.1714335,0,0.07993246
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_35_013.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_35_013.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_35_013.jpg,0,0.4857669,0,0.5258904
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_35_120.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_35_120.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_35_120.jpg,0,0.7829455,0,1.228854
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_35_222.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_35_222.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_35_222.jpg,0,1,0,2.410894
C:\Users\dhair\Downloads\simulator-windows-64\IMG\center_2024_01_09_16_54_35_324.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\left_2024_01_09_16_54_35_324.jpg, C:\Users\dhair\Downloads\simulator-windows-64\IMG\right_2024_01_09_16_54_35_324.jpg,-0.2801277,1,0,3.574666
